"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2018","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","14.4","15.8","16545","Overall","All Ages","All Races","All Grades"
"2017","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.5","13.8","15.2","16427","Overall","All Ages","All Races","All Grades"
"2016","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","14.5","15.9","16251","Overall","All Ages","All Races","All Grades"
"2015","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","15.4","17.0","16327","Overall","All Ages","All Races","All Grades"
"2014","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.3","15.6","17.0","15842","Overall","All Ages","All Races","All Grades"
"2013","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.8","19.2","13794","Overall","All Ages","All Races","All Grades"
"2012","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","17.8","19.8","11889","Overall","All Ages","All Races","All Grades"
"2011","Minnesota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","18.1","20.1","15319","Overall","All Ages","All Races","All Grades"
"2018","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.5","19.0","22.0","5674","Overall","All Ages","All Races","All Grades"
"2017","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","20.4","24.0","4818","Overall","All Ages","All Races","All Grades"
"2016","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.7","21.0","24.4","4974","Overall","All Ages","All Races","All Grades"
"2015","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","20.8","24.2","5855","Overall","All Ages","All Races","All Grades"
"2014","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","21.1","24.9","4073","Overall","All Ages","All Races","All Grades"
"2013","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.8","23.2","26.4","7243","Overall","All Ages","All Races","All Grades"
"2012","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","22.5","25.5","7700","Overall","All Ages","All Races","All Grades"
"2011","Mississippi","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","24.6","27.4","8875","Overall","All Ages","All Races","All Grades"
"2018","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","17.9","20.9","6100","Overall","All Ages","All Races","All Grades"
"2017","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","19.4","22.2","7376","Overall","All Ages","All Races","All Grades"
"2016","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","20.5","23.7","6918","Overall","All Ages","All Races","All Grades"
"2015","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","20.8","23.8","7131","Overall","All Ages","All Races","All Grades"
"2014","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.6","19.1","22.1","6832","Overall","All Ages","All Races","All Grades"
"2013","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","20.6","23.6","6988","Overall","All Ages","All Races","All Grades"
"2012","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.9","22.3","25.5","6661","Overall","All Ages","All Races","All Grades"
"2011","Missouri","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.0","23.4","26.6","6387","Overall","All Ages","All Races","All Grades"
"2018","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.5","19.5","5076","Overall","All Ages","All Races","All Grades"
"2017","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.8","18.6","5786","Overall","All Ages","All Races","All Grades"
"2016","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","17.0","20.0","5828","Overall","All Ages","All Races","All Grades"
"2015","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","17.3","20.5","5898","Overall","All Ages","All Races","All Grades"
"2014","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.4","21.4","7299","Overall","All Ages","All Races","All Grades"
"2013","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","17.9","20.1","9526","Overall","All Ages","All Races","All Grades"
"2012","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.5","20.9","8564","Overall","All Ages","All Races","All Grades"
"2011","Montana","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","20.8","23.4","10225","Overall","All Ages","All Races","All Grades"
"2018","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","15.0","17.0","14140","Overall","All Ages","All Races","All Grades"
"2017","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.4","14.5","16.3","14849","Overall","All Ages","All Races","All Grades"
"2016","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","16.0","18.0","14790","Overall","All Ages","All Races","All Grades"
"2015","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","16.2","18.0","17079","Overall","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","16.4","18.2","21729","Overall","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","17.5","19.5","16687","Overall","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.8","20.6","18985","Overall","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","19.3","20.7","25324","Overall","All Ages","All Races","All Grades"
"2018","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","13.9","17.5","3128","Overall","All Ages","All Races","All Grades"
"2017","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.6","15.6","19.6","3643","Overall","All Ages","All Races","All Grades"
"2016","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","14.8","18.2","4219","Overall","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","15.2","19.8","2851","Overall","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","15.0","19.0","3651","Overall","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","17.3","21.5","4984","Overall","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.5","19.7","4778","Overall","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","20.9","24.9","5468","Overall","All Ages","All Races","All Grades"
"2018","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.6","14.1","17.1","5558","Overall","All Ages","All Races","All Grades"
"2017","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","14.1","17.3","5503","Overall","All Ages","All Races","All Grades"
"2016","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.4","19.6","6212","Overall","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.9","14.6","17.2","6766","Overall","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","16.0","19.0","5855","Overall","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","14.9","17.5","6291","Overall","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.8","18.6","7421","Overall","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","18.0","20.8","6327","Overall","All Ages","All Races","All Grades"
"2018","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.1","11.0","15.2","2943","Overall","All Ages","All Races","All Grades"
"2017","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.6","14.8","11221","Overall","All Ages","All Races","All Grades"
"2016","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.0","12.7","15.3","7298","Overall","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.5","12.5","14.5","10959","Overall","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","14.1","16.1","12194","Overall","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","14.7","16.7","12590","Overall","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","16.3","18.3","15009","Overall","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.8","15.9","17.7","15279","Overall","All Ages","All Races","All Grades"
"2018","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","14.0","16.4","6484","Overall","All Ages","All Races","All Grades"
"2017","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","16.1","18.9","6254","Overall","All Ages","All Races","All Grades"
"2016","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","15.1","18.1","5808","Overall","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","16.0","19.0","6447","Overall","All Ages","All Races","All Grades"
"2014","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.7","20.5","8365","Overall","All Ages","All Races","All Grades"
"2013","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.9","20.3","9096","Overall","All Ages","All Races","All Grades"
"2012","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","18.2","20.4","8627","Overall","All Ages","All Races","All Grades"
"2011","New Mexico","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.5","20.3","22.7","9388","Overall","All Ages","All Races","All Grades"
"2018","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.8","12.2","13.4","33879","Overall","All Ages","All Races","All Grades"
"2017","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","13.2","15.0","11555","Overall","All Ages","All Races","All Grades"
"2016","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.2","13.4","15.0","32223","Overall","All Ages","All Races","All Grades"
"2015","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","14.3","16.1","11683","Overall","All Ages","All Races","All Grades"
"2014","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","13.3","15.5","6408","Overall","All Ages","All Races","All Grades"
"2013","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","15.5","17.7","8659","Overall","All Ages","All Races","All Grades"
"2012","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","14.8","17.6","5925","Overall","All Ages","All Races","All Grades"
"2011","New York","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.8","19.4","7669","Overall","All Ages","All Races","All Grades"
"2018","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","16.0","18.8","4564","Overall","All Ages","All Races","All Grades"
"2017","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.7","18.7","4741","Overall","All Ages","All Races","All Grades"
"2016","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","16.7","19.1","6342","Overall","All Ages","All Races","All Grades"
"2015","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","17.8","20.2","6499","Overall","All Ages","All Races","All Grades"
"2014","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.9","20.3","6982","Overall","All Ages","All Races","All Grades"
"2013","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.3","19.1","21.5","8698","Overall","All Ages","All Races","All Grades"
"2012","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","19.9","21.9","11727","Overall","All Ages","All Races","All Grades"
"2011","North Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.8","20.5","23.1","11501","Overall","All Ages","All Races","All Grades"
"2018","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.5","20.7","5481","Overall","All Ages","All Races","All Grades"
"2017","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.3","17.0","19.6","6742","Overall","All Ages","All Races","All Grades"
"2016","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.8","18.3","21.3","5542","Overall","All Ages","All Races","All Grades"
"2015","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","17.1","20.3","4823","Overall","All Ages","All Races","All Grades"
"2014","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.3","21.5","7499","Overall","All Ages","All Races","All Grades"
"2013","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","19.8","22.6","7655","Overall","All Ages","All Races","All Grades"
"2012","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","19.5","22.9","4817","Overall","All Ages","All Races","All Grades"
"2011","North Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.9","20.3","23.5","5277","Overall","All Ages","All Races","All Grades"
"2018","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.5","19.4","21.6","12405","Overall","All Ages","All Races","All Grades"
"2017","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","19.9","22.3","11879","Overall","All Ages","All Races","All Grades"
"2016","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","21.3","23.7","11999","Overall","All Ages","All Races","All Grades"
"2015","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.6","20.2","23.0","11522","Overall","All Ages","All Races","All Grades"
"2014","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.0","19.7","22.3","10616","Overall","All Ages","All Races","All Grades"
"2013","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.4","22.2","24.6","11490","Overall","All Ages","All Races","All Grades"
"2012","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.3","22.2","24.4","12645","Overall","All Ages","All Races","All Grades"
"2011","Ohio","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.1","23.8","26.4","9883","Overall","All Ages","All Races","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.2","21.2","5060","Overall","All Ages","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","18.7","21.5","6371","Overall","All Ages","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","18.2","21.0","6690","Overall","All Ages","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","20.6","23.8","6753","Overall","All Ages","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","19.9","22.3","8194","Overall","All Ages","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.7","22.4","25.0","8133","Overall","All Ages","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.3","22.0","24.6","7948","Overall","All Ages","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.1","24.7","27.5","8508","Overall","All Ages","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.6","14.4","16.8","5674","Overall","All Ages","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","14.9","17.3","5127","Overall","All Ages","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","14.9","17.5","5122","Overall","All Ages","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","15.7","18.5","5119","Overall","All Ages","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","15.5","18.5","4968","Overall","All Ages","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","15.9","18.7","5784","Overall","All Ages","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","16.4","19.4","5170","Overall","All Ages","All Races","All Grades"
"2011","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.2","21.2","6217","Overall","All Ages","All Races","All Grades"
"2018","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","15.7","18.3","5954","Overall","All Ages","All Races","All Grades"
"2017","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","17.4","20.0","6353","Overall","All Ages","All Races","All Grades"
"2016","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.7","19.3","6599","Overall","All Ages","All Races","All Grades"
"2015","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.7","19.5","5531","Overall","All Ages","All Races","All Grades"
"2014","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.8","21.0","10489","Overall","All Ages","All Races","All Grades"
"2013","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.0","19.9","22.1","11109","Overall","All Ages","All Races","All Grades"
"2012","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.4","20.5","22.3","19621","Overall","All Ages","All Races","All Grades"
"2011","Pennsylvania","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.4","21.3","23.5","11428","Overall","All Ages","All Races","All Grades"
"2018","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.6","13.1","16.1","5387","Overall","All Ages","All Races","All Grades"
"2017","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","13.4","16.4","5387","Overall","All Ages","All Races","All Grades"
"2016","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","13.0","15.8","5261","Overall","All Ages","All Races","All Grades"
"2015","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","14.0","17.0","5919","Overall","All Ages","All Races","All Grades"
"2014","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.3","14.8","17.8","6097","Overall","All Ages","All Races","All Grades"
"2013","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","16.0","18.8","6246","Overall","All Ages","All Races","All Grades"
"2012","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","16.0","18.8","5383","Overall","All Ages","All Races","All Grades"
"2011","Rhode Island","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","18.5","21.5","6492","Overall","All Ages","All Races","All Grades"
"2018","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","16.9","19.1","10517","Overall","All Ages","All Races","All Grades"
"2017","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","17.7","19.9","10896","Overall","All Ages","All Races","All Grades"
"2016","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","18.8","21.2","10854","Overall","All Ages","All Races","All Grades"
"2015","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.6","20.8","11226","Overall","All Ages","All Races","All Grades"
"2014","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.5","20.3","22.7","10635","Overall","All Ages","All Races","All Grades"
"2013","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.0","20.8","23.2","10481","Overall","All Ages","All Races","All Grades"
"2012","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","21.3","23.7","12535","Overall","All Ages","All Races","All Grades"
"2011","South Carolina","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.1","21.9","24.3","12863","Overall","All Ages","All Races","All Grades"
"2018","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","17.1","20.9","6913","Overall","All Ages","All Races","All Grades"
"2017","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","17.4","21.2","6837","Overall","All Ages","All Races","All Grades"
"2016","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.2","20.0","5623","Overall","All Ages","All Races","All Grades"
"2015","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","18.3","21.9","7078","Overall","All Ages","All Races","All Grades"
"2014","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.6","17.0","20.2","7186","Overall","All Ages","All Races","All Grades"
"2013","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","18.0","21.2","6769","Overall","All Ages","All Races","All Grades"
"2012","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.0","20.5","23.5","7778","Overall","All Ages","All Races","All Grades"
"2011","South Dakota","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","21.1","24.9","8230","Overall","All Ages","All Races","All Grades"
"2018","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.7","19.1","22.3","4909","Overall","All Ages","All Races","All Grades"
"2017","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","21.0","24.2","5567","Overall","All Ages","All Races","All Grades"
"2016","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","20.5","23.7","5901","Overall","All Ages","All Races","All Grades"
"2015","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.9","20.2","23.6","5709","Overall","All Ages","All Races","All Grades"
"2014","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","22.3","26.1","4851","Overall","All Ages","All Races","All Grades"
"2013","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.3","22.6","26.0","5467","Overall","All Ages","All Races","All Grades"
"2012","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.9","23.4","26.4","6780","Overall","All Ages","All Races","All Grades"
"2011","Tennessee","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","20.6","25.4","5893","Overall","All Ages","All Races","All Grades"
"2018","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","12.9","15.9","10697","Overall","All Ages","All Races","All Grades"
"2017","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","14.2","17.2","11697","Overall","All Ages","All Races","All Grades"
"2016","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.3","13.1","15.5","11171","Overall","All Ages","All Races","All Grades"
"2015","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","14.1","16.3","13916","Overall","All Ages","All Races","All Grades"
"2014","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.5","13.5","15.5","14536","Overall","All Ages","All Races","All Grades"
"2013","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.9","14.8","17.0","10594","Overall","All Ages","All Races","All Grades"
"2012","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.2","17.0","19.4","8963","Overall","All Ages","All Races","All Grades"
"2011","Texas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.2","18.0","20.4","14864","Overall","All Ages","All Races","All Grades"
"2018","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.0","8.3","9.7","10331","Overall","All Ages","All Races","All Grades"
"2017","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.9","8.2","9.6","9971","Overall","All Ages","All Races","All Grades"
"2016","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.8","8.0","9.6","10627","Overall","All Ages","All Races","All Grades"
"2015","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.1","8.4","9.8","11030","Overall","All Ages","All Races","All Grades"
"2014","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.7","9.1","10.3","14459","Overall","All Ages","All Races","All Grades"
"2013","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.3","9.6","11.0","12451","Overall","All Ages","All Races","All Grades"
"2012","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.6","9.8","11.4","12203","Overall","All Ages","All Races","All Grades"
"2011","Utah","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.8","11.0","12.6","12623","Overall","All Ages","All Races","All Grades"
"2018","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","12.4","15.0","6363","Overall","All Ages","All Races","All Grades"
"2017","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.8","14.5","17.1","6218","Overall","All Ages","All Races","All Grades"
"2016","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","15.6","18.4","6327","Overall","All Ages","All Races","All Grades"
"2015","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","14.8","17.2","6289","Overall","All Ages","All Races","All Grades"
"2014","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.4","15.2","17.6","6168","Overall","All Ages","All Races","All Grades"
"2013","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","15.3","17.9","6241","Overall","All Ages","All Races","All Grades"
"2012","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","15.2","17.8","5957","Overall","All Ages","All Races","All Grades"
"2011","Vermont","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.7","20.5","7053","Overall","All Ages","All Races","All Grades"
